#Ribo-seq raw count
len_ribo	es1_ribo	es2_ribo	es3_ribo	npc1_ribo	npc2_ribo	npc3_ribo
ARL2BP	1994	24	11	23	40	30	39
AC009090.3	565	0	0	0	0	0	0
AC009090.1	358	0	0	0	0	0	0
PLLP	8705	0	18	9	12	7	13
RPL23AP91	455	1	0	1	0	0	0
AC108081.1	221	0	0	0	0	0	0
CCL22	2917	0	0	0	0	0	2
CX3CL1	5960	3	10	7	27	20	28
CCL17	620	0	0	0	0	0	0
CIAPIN1	3383	259	163	274	205	209	321
COQ9	4319	71	81	121	39	56	69
AC009052.1	298	0	0	1	0	0	0
POLR2C	3666	401	395	534	241	295	389
DOK4	4786	28	22	15	78	71	106
CCDC102A	2551	23	17	27	68	91	128
ADGRG5	5630	2	2	8	5	8	8
HMGB3P32	561	0	0	0	0	0	0
ADGRG1	8659	8	10	6	123	144	181
AC018552.3	556	0	0	0	0	0	0
ADGRG3	3240	2	0	2	3	5	1
AC018552.2	804	0	0	0	0	0	0
DRC7	5151	1	1	0	6	3	4
AC018552.1	811	0	0	0	0	0	0
KATNB1	4576	124	110	149	276	244	343
KIFC3	9600	17	12	32	36	42	46
AC092118.2	667	0	0	0	0	0	0
MIR6772	64	0	0	0	0	0	0
AC092118.1	2114	0	0	0	0	0	0
RNU6-20P	107	0	0	0	0	0	0
CNGB1	7298	0	0	0	0	1	0
TEPP	3103	1	6	0	3	1	2
ZNF319	4274	11	4	10	30	33	14
USB1	8265	190	149	159	91	111	119
MMP15	4231	144	132	180	163	199	252
AC012182.1	895	0	0	0	0	0	0
CFAP20	2302	201	150	259	218	253	348
AC026771.1	415	0	0	0	0	0	0
AC009107.2	4793	0	0	1	1	1	5
CSNK2A2	7091	446	262	432	203	278	326
AC009107.1	330	0	0	0	0	0	0
RN7SL645P	269	0	0	0	0	0	0
CCDC113	5927	26	23	22	48	46	52
PRSS54	2112	0	0	0	0	1	0
GINS3	5105	45	39	70	34	36	51
RNU6-269P	97	0	0	0	0	0	0
AC009118.1	374	0	0	0	0	0	0
RNU6-1110P	101	0	0	0	0	0	0
AC009118.2	655	0	0	0	0	0	0
LINC02137	1776	0	0	0	0	2	0
NDRG4	9647	27	20	40	19	33	42
RNU6-103P	107	0	0	0	0	0	0
SETD6	5078	72	55	49	51	56	58
CNOT1	10851	688	369	608	344	475	577
AC009118.3	873	0	0	0	0	0	0
SNORA46	135	8	1	8	35	80	49
SNORA50A	136	19	0	23	57	171	128
AC010287.1	357	0	0	0	0	0	0
SLC38A7	6657	90	89	77	71	84	91
AC012183.1	499	0	0	0	0	0	0
GOT2	3751	766	435	861	116	181	226
AC106793.1	4474	0	0	0	0	0	0
RNU6-1155P	107	0	0	0	0	0	0
RN7SL143P	297	0	1	1	0	1	0
GEMIN8P2	700	0	0	0	0	0	1
RPL12P36	478	0	0	0	0	0	0
AC092378.1	879	0	0	0	0	0	0
RPS27P27	255	0	0	0	0	1	1
AC092121.1	202	0	0	0	0	0	0
RNU4-58P	141	0	0	0	0	0	0
DUXAP11	526	0	0	0	0	0	0
APOOP5	1307	0	0	0	0	0	0
LINC02141	6586	0	0	0	0	0	0
AC009094.1	426	0	0	0	0	0	1
AC009081.2	2505	0	0	0	0	0	0
AC018554.1	261	0	0	0	0	0	0
NPAP1L	1026	0	0	0	0	0	0
AC009081.1	565	0	0	0	1	1	0
GNPATP	1980	0	0	0	0	0	0
AC009169.1	1377	0	0	0	0	0	0
RPS27AP16	566	0	0	0	0	0	0
AC092125.2	3217	0	0	0	0	0	0
CDH8	13529	6	9	10	14	16	34
AC092125.1	1995	0	0	0	0	0	0
RN7SKP76	323	0	0	0	0	0	0
AC012174.1	714	0	0	0	1	0	0
RNU6-21P	107	1	0	0	4	11	5
AC009161.2	138	0	0	0	0	0	0
AC009161.1	376	0	0	0	0	0	0
AC009110.1	558	0	0	0	0	0	0
AC010546.1	485	0	0	0	0	0	0
AC040174.1	4443	0	0	0	0	0	0
AC040174.2	465	0	0	0	0	0	0
UBE2FP2	462	0	0	0	0	0	0
AC138305.1	2376	0	0	0	0	0	0
RPS15AP34	387	0	1	0	0	0	0
AC138305.2	556	0	0	0	0	0	0
AC138305.3	240	0	0	0	0	0	0
AC018846.1	183	0	0	0	0	0	0
LINC02165	3529	0	0	0	0	0	0
AC092337.1	1129	0	0	0	0	0	0
AC093536.2	1406	0	0	0	0	0	0
AC012322.1	861	0	0	0	0	0	0
AC093536.1	554	1	2	1	0	0	0
AC092131.1	548	0	0	0	0	0	0
PPIAP48	935	0	0	0	0	0	0
AC009101.1	242	0	0	0	0	0	0
CDH11	13275	39	41	44	484	416	652
AC010533.1	2105	0	0	0	0	0	0
LINC02126	1596	0	0	0	0	0	0
AC009055.2	1464	24	19	19	0	1	0
AC009055.1	781	2	3	0	3	1	0
LINC00922	2325	0	0	0	0	0	0
AC092138.2	428	0	0	0	0	0	0
AC092138.1	472	0	0	0	0	0	0
AC022164.1	2673	0	0	0	0	0	0
AC025281.1	265	0	0	0	0	0	0
RNA5SP428	132	10	5	4	3	3	1
AC012325.1	2048	0	0	0	0	0	0
CDH5	6080	5	6	3	18	6	19
LINC00920	2147	0	0	0	0	0	0
BEAN1	7381	0	0	0	2	2	4
AC132186.1	354	0	0	0	0	0	0
BEAN1-AS1	1037	0	0	0	0	0	0
AC010542.3	843	0	0	0	0	0	0
TK2	7169	1	2	2	4	19	4
AC010542.2	511	0	0	0	0	0	0
AC010542.4	1910	0	0	0	0	0	0
CKLF	1161	0	0	0	0	0	0
CKLF-CMTM1	1413	0	0	0	0	0	0
AC010542.5	382	0	0	0	0	0	0
CMTM1	1465	1	0	1	0	1	5
CMTM2	1151	0	0	0	0	0	0
AC010542.1	555	0	0	0	0	0	1
CMTM3	3123	102	157	118	135	114	155
CMTM4	8117	24	14	12	20	15	40
DYNC1LI2	8089	180	92	247	330	466	468
AC018557.1	1790	0	0	0	0	0	0
AC018557.3	537	0	1	2	0	0	0
AC018557.2	1090	0	0	0	0	0	0
AC044802.1	2894	0	0	0	2	0	1
TERB1	3095	0	0	0	0	0	0
NAE1	4790	369	290	452	181	245	293
AC044802.2	434	0	0	0	0	0	0
CA7	1827	2	2	1	0	1	0
PDP2	8364	62	22	70	32	44	40
CDH16	3589	0	0	0	0	0	0
RRAD	1601	0	0	1	1	0	6
CIAO2B	1060	58	94	120	87	89	121
CES2	5343	14	2	11	11	14	23
AC009084.1	317	0	0	0	0	0	0
AC009084.3	437	0	0	0	0	0	0
CES3	4928	2	6	4	23	16	27
CES4A	4353	3	3	7	7	3	5
AC009084.2	2810	0	0	0	0	0	0
RN7SL543P	299	0	0	0	0	0	0
CBFB	4652	228	146	226	170	160	223
C16orf70	5965	64	46	73	43	54	56
B3GNT9	2702	7	5	10	1	12	10
TRADD	2173	1	0	2	1	0	0
FBXL8	3129	0	0	0	0	0	0
AC074143.2	2009	0	0	0	0	0	0
HSF4	3377	0	2	1	2	1	3
AC074143.1	2992	15	18	9	20	25	46
KIAA0895L	4783	8	8	12	43	54	99
EXOC3L1	3045	1	1	8	0	0	3
E2F4	3596	128	102	152	246	244	337
ELMO3	2575	55	32	77	23	21	40
MIR328	75	0	0	0	3	1	4
AC040160.2	1675	0	0	0	0	0	0
LRRC29	2807	4	2	3	1	5	2
TMEM208	1787	103	149	125	72	96	112
FHOD1	5230	120	75	167	77	84	121
SLC9A5	5420	3	3	5	1	8	7
AC040160.1	2677	0	0	0	0	0	0
PLEKHG4	7328	6	5	18	11	24	10
KCTD19	7380	0	0	0	2	2	3
RN7SKP118	330	0	0	0	0	0	1
LRRC36	4018	0	0	0	0	1	1
TPPP3	2601	2	0	2	0	1	4
RNU1-123P	160	0	0	0	0	0	0
ZDHHC1	3540	5	4	4	14	13	10
HSD11B2	2670	174	337	263	27	13	25
AC009061.1	475	0	0	0	0	0	0
ATP6V0D1	8156	359	250	405	173	261	307
AC009061.2	4828	0	0	0	0	1	4
AGRP	764	0	0	0	0	0	0
AC027682.6	883	0	0	0	0	2	0
RIPOR1	6729	22	21	7	82	113	137
AC027682.5	530	0	0	0	0	0	0
AC027682.2	336	0	0	0	0	0	0
AC027682.3	207	0	0	0	0	0	0
AC027682.4	1184	5	0	2	3	0	4
AC027682.7	2121	0	0	0	0	0	0
AC027682.1	899	2	0	1	3	0	1
CTCF	10106	231	101	216	631	683	820
AC009095.1	1326	0	0	0	0	0	0
CARMIL2	7630	40	21	46	28	56	97
ACD	3223	222	131	248	71	72	84
PARD6A	1488	12	10	9	6	3	9
ENKD1	2665	19	7	10	36	41	52
C16orf86	1790	2	0	4	4	0	9
GFOD2	8592	28	16	26	42	44	58
RANBP10	6456	44	23	38	35	50	44
AC010530.1	569	0	0	0	0	0	0
TSNAXIP1	3852	1	2	4	5	9	7
CENPT	5660	105	59	92	102	110	154
THAP11	2114	45	29	46	32	43	68
NUTF2	3704	122	116	97	64	58	95
AC040162.2	157	0	0	0	0	0	0
EDC4	6140	388	137	425	178	242	245
AC040162.3	3907	0	0	0	0	1	0
NRN1L	968	0	0	0	0	0	0
PSKH1	3993	16	25	46	59	48	70
CTRL	2666	0	0	0	0	0	0
AC040162.1	5685	0	0	0	0	1	0
PSMB10	1626	4	3	7	4	4	1
LCAT	2625	1	1	3	9	9	14
SLC12A4	8298	101	104	99	177	216	233
DPEP3	1697	21	28	29	9	2	10
DPEP2	3498	0	0	0	0	2	3
DUS2	4175	73	56	143	81	83	119
KARSP3	1504	0	0	0	0	0	0
DPEP2NB	1185	0	0	0	0	0	0
RNU6-359P	108	2	1	2	6	12	4
DDX28	2169	203	72	260	41	93	83
AC130462.1	549	0	0	0	0	0	0
NFATC3	8806	26	24	47	52	73	54
AC020978.6	1187	0	0	0	0	0	0
AC020978.8	1141	0	0	0	0	0	0
RPS12P27	337	0	0	0	0	0	0
AC020978.3	460	0	0	0	0	0	0
AC020978.7	3022	0	0	0	0	0	0
AC020978.5	3177	0	0	0	0	0	0
ESRP2	5563	131	76	176	15	27	36
MIR6773	74	0	0	0	0	0	0
AC020978.4	533	0	0	0	0	1	0
PLA2G15	4460	32	68	43	52	46	95
AC020978.2	490	0	0	0	0	0	0
SLC7A6	7588	47	39	40	24	33	37
RNU6-1262P	96	0	0	1	2	0	0
SLC7A6OS	5230	46	32	46	88	96	104
AC020978.9	2704	0	0	0	0	0	0
PRMT7	9458	264	83	272	117	174	179
AC020978.1	428	0	0	0	0	0	0
RNU4-30P	143	0	0	0	0	0	0
SMPD3	6984	0	2	10	3	2	0
AC099521.2	2938	0	0	0	0	0	0
AC099521.3	1062	0	0	0	0	0	0
AC099521.1	2036	0	0	0	0	1	0
RPL35AP33	334	0	0	0	0	0	0
ZFP90	7015	33	8	32	73	93	107
RNU4-36P	144	0	0	0	0	0	0
AC126773.1	547	0	0	0	0	0	0
AC126773.4	3043	0	0	0	0	0	0
CDH3	6076	1223	1531	1630	497	447	529
AC126773.2	1682	1	1	1	0	0	0
AC126773.3	893	0	0	1	0	1	0
HSPE1P5	272	0	0	1	0	0	0
CDH1	6103	3477	2826	4413	1254	1267	1710
RNA5SP429	109	102	108	142	104	86	92
AC099314.1	562	0	0	0	0	0	0
FTLP14	484	0	0	0	0	2	0
TANGO6	6914	68	29	84	18	38	50
AC009137.1	260	0	0	0	0	0	0
AC009137.2	641	0	0	0	0	0	0
RNU6-898P	104	0	0	0	0	0	0
AC009027.1	479	4	2	3	0	0	0
RPS2P45	2368	0	2	0	0	0	0
HAS3	5200	314	322	376	42	44	69
DERPC	2761	0	0	0	0	0	0
CHTF8	3372	27	25	43	16	28	15
UTP4	5600	460	263	576	84	132	116
RNU6-22P	107	1	0	0	0	2	0
SNTB2	9875	28	43	62	37	64	60
AC026474.1	428	0	0	0	0	0	0
AC026464.4	1284	0	0	0	0	0	0
VPS4A	5676	14	8	19	39	28	26
COG8	7450	111	80	136	51	88	95
PDF	2859	101	107	95	8	21	12
AC026464.6	887	0	0	0	0	0	0
AC026464.3	564	0	0	0	0	0	0
AC026464.1	747	0	0	0	0	0	0
NIP7	4744	380	313	474	161	167	299
TMED6	1386	0	0	0	0	0	0
TERF2	5634	188	70	178	188	204	250
CYB5B	6903	1016	865	1077	282	291	355
AC026464.5	722	0	0	0	0	0	0
AC026464.2	2421	0	0	0	0	0	0
NFAT5	16401	49	32	64	260	325	390
MIR1538	61	0	0	0	0	0	0
AC009032.1	431	0	0	0	0	0	0
AC012321.1	1588	0	0	0	0	0	0
NQO1	2971	304	156	349	558	751	966
AC092115.2	575	0	0	0	0	0	0
AC092115.3	592	0	0	0	0	0	0
NOB1	2101	202	119	210	178	216	229
AC092115.1	1402	13	0	5	8	2	7
WWP2	9015	236	101	240	243	225	367
MIR140	100	36	41	50	97	75	117
CLEC18A	6140	0	0	0	0	0	0
AC026468.1	107	0	0	0	0	0	0
AC009022.1	6114	0	0	0	1	3	9
NPIPB14P	1728	0	0	0	0	0	0
PDXDC2P	2707	0	0	0	0	0	0
MIR1972-2	77	0	0	0	0	0	0
AC009022.2	496	3	0	0	0	2	3
PDPR	10385	176	116	219	65	70	104
AC009060.1	3427	0	0	0	0	0	0
CLEC18C	4894	0	0	0	0	0	0
AC009060.2	106	0	0	0	0	0	0
SMG1P7	4509	0	2	0	2	3	8
EXOSC6	5163	149	105	157	104	119	154
AARS	4498	1539	345	1613	913	966	1248
RN7SL279P	284	0	0	0	0	0	0
DDX19B	4522	77	38	95	22	47	59
AC012184.2	2587	0	0	0	0	0	0
AC012184.3	1765	2	1	0	0	0	2
DDX19A	7847	30	12	27	38	45	41
AC012184.4	1193	0	0	0	0	0	0
ST3GAL2	9745	19	12	26	54	50	81
AC012184.1	590	0	0	0	0	0	0
RPS27P26	239	0	0	0	0	0	0
RNU6-23P	107	0	0	0	0	0	0
FCSK	7231	40	19	33	41	50	51
COG4	4779	379	187	398	258	364	418
SF3B3	12416	1376	285	1548	696	1027	1024
SNORD111B	80	1	1	1	0	1	0
SNORD111	94	0	0	1	1	0	0
IL34	2233	8	5	9	0	0	1
MTSS2	4986	9	12	18	95	110	103
AC020763.4	4170	0	0	0	1	0	1
VAC14	8275	146	126	180	198	189	212
AC020763.3	2904	0	0	0	1	0	0
AC020763.1	551	0	0	0	0	0	0
VAC14-AS1	9145	0	1	2	4	1	0
AC020763.5	430	0	0	0	0	0	0
AC020763.2	1255	0	0	0	0	0	0
AC027281.2	713	0	0	0	0	0	4
AC027281.1	758	0	0	0	0	0	0
HYDIN	28702	4	0	0	4	8	13
RNU6ATAC25P	117	0	0	0	0	0	0
AC138625.2	666	0	0	0	0	0	0
AC138625.1	483	0	0	0	0	0	0
CMTR2	7582	43	30	44	36	33	39
AC106736.1	1676	0	0	0	0	0	0
CALB2	1701	10	5	16	25	37	46
LINC02136	1211	0	0	0	0	0	0
AC010547.6	333	0	0	0	0	0	0
TLE7	1514	0	1	3	0	0	0
AC010547.5	193	0	0	0	0	0	0
ZNF23	7285	2	6	3	0	1	3
AC010547.4	4505	0	0	0	0	0	0
AC010547.1	2793	0	0	0	0	0	0
ZNF19	9225	17	16	26	16	13	11
AC010547.3	440	0	0	0	0	0	1
CHST4	2669	93	151	140	2	3	0
AC010547.2	409	0	0	0	0	0	0
RNU6-1061P	99	0	0	0	0	0	0
TAT-AS1	1588	0	0	0	2	0	0
TAT	5369	0	2	0	0	0	0
AC009097.2	465	1	0	0	0	0	0
MARVELD3	6446	69	97	91	24	21	43
PHLPP2	12493	40	37	45	44	56	74
AC009097.1	406	0	0	0	0	0	0
RNU6-208P	107	1	0	0	0	3	3
SNORA70D	135	0	0	0	0	0	0
AC009097.4	777	1	1	0	1	0	2
AC009097.3	1018	0	0	0	0	0	0
AP1G1	10980	190	100	204	111	198	150
SNORD71	86	4	4	3	9	9	10
AC010653.3	232	0	0	0	0	1	2
AC010653.1	881	0	0	0	0	0	0
ATXN1L	8552	10	12	7	9	11	15
IST1	7806	482	187	559	371	611	609
AC010653.2	997	0	0	0	0	0	0
ZNF821	3402	40	20	40	18	25	39
AC009127.1	426	0	0	0	0	0	0
PKD1L3	5199	1	3	2	3	1	3
RPL39P31	155	0	0	0	0	0	0
AC009127.2	403	0	0	0	0	0	0
ATP5F1AP3	1507	0	0	1	0	0	0
DHODH	6921	84	54	138	63	62	85
TXNL4B	3142	17	26	31	21	22	34
HP	5405	0	0	0	0	0	0
HPR	1924	0	0	0	0	0	0
AC009087.1	369	0	0	0	0	0	0
DHX38	6310	235	84	252	500	537	671
PMFBP1	5691	2	5	4	9	7	2
AC009075.1	391	0	0	0	0	0	1
LINC01572	12559	7	8	6	75	65	85
AC009075.2	301	0	0	0	1	0	0
AC004158.1	5253	0	0	0	0	0	0
AC004943.2	7025	8	5	16	13	25	17
RNU7-90P	62	0	0	0	0	0	0
KRT18P18	1279	0	0	2	1	1	3
AC004943.3	600	0	0	0	0	0	0
ZFHX3	22347	46	4	20	135	172	165
AC004943.1	1697	0	2	0	0	0	0
RNU7-71P	60	0	0	0	0	0	0
AC132068.1	459	0	0	0	0	0	0
AC002044.3	541	0	0	0	0	0	0
AC002044.1	158	0	0	0	0	0	0
AC002044.2	970	0	0	0	0	0	0
AC116667.1	2072	0	0	0	0	0	0
HCCAT5	2705	3	5	9	4	4	10
AC116667.2	823	0	0	0	0	0	0
AC140912.1	1141	0	0	0	0	0	0
AC009033.1	431	0	0	0	0	0	0
LINC01568	7998	0	0	0	0	0	0
AC092114.1	2593	0	0	0	0	0	0
AC087565.2	1348	0	0	0	0	0	0
AC087565.1	453	0	0	0	0	0	0
AC092128.1	1143	0	0	0	0	0	0
AC138627.1	7473	0	0	0	0	0	0
AC138627.2	601	0	0	0	0	0	0
AC009120.6	780	0	0	0	0	0	0
PPIAP49	499	0	0	0	0	0	0
AC009120.4	475	0	0	0	0	0	0
AC009120.5	1460	0	0	0	0	0	0
PSMD7	2701	238	136	272	172	215	238
AC009120.2	4384	2	0	0	2	1	0
AC009120.1	473	0	0	0	0	1	0
AC009120.3	513	0	0	0	0	0	0
AC009053.1	3828	3	4	7	11	10	11
AC009053.2	2365	0	1	0	0	0	2
NPIPB15	1702	0	0	0	0	0	0
AC009053.4	108	0	0	0	0	0	0
CLEC18B	3143	0	0	0	0	0	0
AC009053.3	3244	0	0	0	0	0	0
GLG1	14111	1640	1715	2192	2441	2401	2939
RNU6-237P	71	0	0	0	0	0	0
AC009153.1	496	0	0	0	0	0	0
HSPE1P7	321	2	0	0	0	0	0
RFWD3	6456	596	380	749	395	582	668
TMPOP2	1201	1	0	1	0	4	5
MLKL	5692	1	0	3	0	1	0
FA2H	3279	6	9	17	1	2	0
AC009132.1	320	0	0	0	0	0	0
WDR59	9402	128	79	134	271	276	400
ZNRF1	8824	65	62	97	41	53	55
AC099508.1	1666	0	0	0	0	0	0
LDHD	2359	12	13	35	5	2	3
AC099508.2	510	0	0	0	0	0	0
ZFP1	3759	19	16	31	43	51	44
AC009078.1	783	0	0	0	0	0	0
CTRB2	2315	0	0	0	0	0	0
CTRB1	2184	0	0	0	0	1	0
AC009078.2	1441	0	0	0	0	0	0
BCAR1	9199	74	77	138	104	135	187
AC009078.3	4084	0	0	0	1	0	0
RNU6-758P	89	0	0	0	0	0	0
CFDP1	3335	122	96	158	123	162	194
AC009054.1	427	0	0	0	0	0	0
AC009054.2	374	0	0	0	0	0	0
AC009163.4	530	0	0	0	0	0	0
AC009163.6	2557	3	0	2	3	8	6
TMEM170A	5572	32	20	25	21	42	40
AC009163.3	852	0	0	0	0	0	0
CHST6	8620	66	40	98	24	43	67
AC009163.1	573	0	0	0	0	0	0
AC009163.5	342	0	0	0	0	0	0
TMEM231P1	830	0	0	0	0	0	0
AC009163.2	2125	0	0	0	0	0	0
CHST5	3322	0	0	0	0	0	0
TMEM231	6000	6	16	5	12	8	21
AC025287.1	798	0	0	0	0	0	0
AC025287.2	668	0	0	0	0	0	0
GABARAPL2	3010	362	368	458	252	328	381
AC025287.3	501	0	0	0	0	0	0
ADAT1	4486	36	30	41	27	32	38
KARS	4065	939	334	1032	280	376	442
AC025287.5	76	0	0	0	0	0	0
TERF2IP	4422	99	37	111	114	157	183
AC025287.4	1240	0	0	0	0	0	0
DUXB	1079	0	0	0	0	0	0
RN7SL520P	286	0	0	0	0	0	0
ATP5PBP7	760	0	0	0	0	0	0
CPHXL	1359	0	0	0	0	0	0
AC105430.1	733	0	0	0	0	0	0
RNA5SP430	110	0	0	0	0	0	0
AC099511.1	1395	0	0	0	0	0	0
AC010528.1	745	0	0	0	0	0	0
RPL18P13	569	0	1	0	0	0	0
AC010528.2	909	0	0	0	0	0	0
CNTNAP4	8001	0	0	0	0	0	0
AC106741.1	5454	0	0	0	0	0	0
RN7SKP233	110	0	0	0	0	0	0
RF00133	88	0	0	0	0	0	0
AC108125.1	543	0	0	0	0	0	0
LINC02125	2198	0	0	1	0	0	0
AC106729.1	466	0	0	0	0	0	0
MIR4719	84	0	0	0	0	0	0
AC106734.1	663	0	0	0	0	0	0
AC106733.1	1038	0	0	0	0	0	0
MON1B	6942	84	77	96	45	68	93
SYCE1L	1244	17	10	8	17	15	24
AC009139.2	566	0	0	0	0	0	0
VN2R10P	853	0	0	0	0	0	0
AC009139.1	1713	0	0	0	1	0	0
ADAMTS18	6598	1	2	3	5	2	9
AC025284.1	3381	1	0	0	1	0	0
LINC02131	419	0	0	0	0	0	0
AC092724.2	3397	0	0	0	0	0	0
AC092724.1	1638	8	8	11	10	9	11
AC092134.1	800	0	0	0	0	0	0
AC092134.3	1094	0	0	0	0	0	0
VAT1L	4103	113	59	147	39	57	71
AC092134.2	1692	0	0	0	0	0	0
PPIAP50	494	0	1	1	0	0	0
AC079414.1	488	0	0	0	0	0	0
CLEC3A	3007	0	0	0	0	1	0
KRT8P22	1415	0	0	0	0	0	1
AC079414.2	1104	0	0	0	0	0	0
WWOX	4869	49	28	67	99	139	130
AC079414.3	1090	0	0	0	0	0	0
AC009044.1	1798	0	0	0	1	0	0
WWOX-AS1	1564	0	0	0	0	0	0
AC106743.1	1799	1	0	0	0	0	0
LSM3P5	306	0	0	0	0	0	0
AC046158.1	719	0	0	0	0	0	0
AC046158.4	1347	0	0	0	0	0	0
AC046158.2	707	0	0	0	0	0	0
AC046158.3	2558	0	0	0	1	0	0
AC009141.1	969	0	0	0	0	0	0
RPS3P7	726	1	0	0	0	0	0
AC136603.1	767	0	0	0	3	0	0
AC027279.4	2072	0	0	0	0	0	0
AC027279.1	4284	0	0	0	0	0	0
AC027279.3	122	0	0	0	0	0	0
AC027279.2	793	0	0	1	0	0	0
AC009145.4	1294	1	0	0	0	0	1
AC009145.3	476	0	0	0	0	0	0
AC009145.1	433	0	0	0	0	1	0
AC009145.2	377	0	0	0	0	0	0
AC092376.2	4116	0	0	0	0	0	0
AC092376.3	1218	1	1	3	1	0	3
AC092376.1	335	0	0	0	0	0	0
RNA5SP431	120	3	4	6	6	5	0
AC084064.1	419	0	0	0	0	0	0
MAF	6999	64	41	58	504	548	861
AC009159.2	606	0	0	0	0	0	0
AC009159.3	804	0	0	0	0	0	2
AC009159.1	642	0	0	0	0	0	0
AC009159.4	2031	0	0	0	0	0	0
LINC01229	9941	0	0	0	0	0	0
MAFTRR	3906	0	0	0	1	2	0
LINC01228	623	0	0	0	0	0	0
AC092130.1	531	0	0	0	0	0	0
AC022166.1	755	0	0	0	0	0	0
AC105411.1	7343	0	0	1	0	1	0
AC022166.2	536	0	0	0	0	0	0
DYNLRB2	1479	0	0	0	1	0	0
AC108097.1	534	0	0	0	0	0	0
LINC01227	3099	0	0	0	0	0	0
CDYL2	8825	9	3	15	7	14	14
AC092332.1	829	0	0	0	0	0	0
AC099313.1	452	0	0	0	0	0	0
ARLNC1	6718	0	1	0	0	0	0
AC009070.1	2625	0	0	0	0	0	0
CMC2	12781	35	48	54	30	27	31
AC092718.7	1776	0	0	0	0	0	0
CENPN	3568	49	54	95	69	62	78
AC092718.2	3393	0	0	0	0	0	0
AC092718.8	2892	0	0	0	0	0	0
AC092718.4	716	0	0	0	0	0	0
ATMIN	6259	52	52	55	62	63	110
C16orf46	2376	0	0	0	0	0	0
AC092718.3	3177	0	0	0	0	0	0
AC092718.5	593	0	0	0	0	0	0
AC092718.6	496	0	0	0	0	0	0
AC092718.1	1088	0	0	2	0	1	0
GCSH	3677	5	0	0	1	0	0
PKD1L2	18637	2	0	1	21	51	60
RNU6-1191P	107	0	0	0	0	0	0
AC092718.9	938	0	0	0	0	0	0
BCO1	2689	0	2	0	1	2	3
AC131888.1	2168	0	0	0	0	0	0
AC009148.1	2693	0	0	0	0	0	0
GAN	4706	77	36	114	65	76	86
MIR4720	76	0	0	0	0	0	0
AC092139.1	754	0	1	0	1	2	2
CMIP	12715	312	214	329	501	529	754
AC092139.2	968	0	0	0	0	0	0
PPIAP51	497	1	0	0	0	0	0
AC092139.3	2794	0	0	0	0	0	0
MIR7854	65	0	0	0	0	0	0
MIR6504	61	0	0	0	0	0	0
AC092135.2	506	0	0	0	0	0	0
AC092135.1	2059	0	0	0	0	0	0
AC092135.3	1846	0	0	0	0	0	0
AC099524.1	1934	0	0	0	0	0	0
PLCG2	13375	55	19	61	40	52	62
RN7SKP176	318	0	0	0	0	0	0
AC092142.2	354	0	0	0	0	0	0
SDR42E1	11904	0	1	2	0	0	1
HSD17B2	9529	0	0	0	0	0	0
AC092142.1	1030	0	0	1	0	0	0
MTCYBP28	1132	0	0	0	0	0	0
MPHOSPH6	2188	249	132	188	183	217	246
AC138304.1	424	0	0	0	0	0	0
RN7SKP190	286	0	0	0	0	0	0
AC009117.1	554	0	0	0	0	0	0
AC009117.2	2126	0	0	0	0	0	0
CDH13	11025	1	6	6	3	6	2
MIR8058	89	0	0	0	0	0	0
AC099506.2	221	0	0	0	0	0	0
AC099506.1	4037	0	0	0	0	0	0
AC099506.3	613	0	0	0	0	0	0
RN7SL134P	303	0	0	0	0	0	0
AC125793.1	1493	0	0	0	0	0	0
AC009142.1	719	0	0	0	0	0	0
MIR3182	63	0	0	0	0	0	0
AC009063.3	4266	0	0	0	0	0	0
AC009063.2	5978	1	0	0	0	0	0
AC009063.1	702	0	0	0	0	0	0
AC009119.1	5033	0	0	0	0	0	0
HSBP1	9525	344	411	419	389	283	387
MLYCD	16177	36	22	48	7	14	26
AC009119.2	3055	0	0	0	0	0	0
AC009119.3	563	0	0	0	0	0	0
OSGIN1	3443	0	1	0	0	2	4
NECAB2	2520	7	2	6	70	88	109
SLC38A8	1819	0	0	0	0	0	0
RNA5SP432	116	0	0	0	1	0	0
AC040169.4	2184	0	0	0	0	0	0
MBTPS1	10274	90	62	77	529	492	729
AC040169.3	612	0	0	0	0	0	0
AC040169.1	521	4	8	10	3	2	4
AC040169.2	1015	1	0	0	0	0	0
HSDL1	4512	169	127	125	85	116	180
DNAAF1	7783	12	3	17	20	9	27
TAF1C	5577	247	119	265	260	388	397
ADAD2	4111	1	2	0	0	1	1
AC009123.1	2870	0	0	0	0	0	0
KCNG4	6553	0	0	0	0	0	0
AC010551.3	463	0	0	0	2	0	0
RNA5SP433	114	16	18	21	7	6	9
WFDC1	8578	0	0	0	0	0	0
AC010551.2	416	0	0	0	0	0	0
AC010551.1	469	0	0	0	0	0	0
ATP2C2	7352	23	21	23	9	4	6
ATP2C2-AS1	2998	0	0	0	0	0	0
MEAK7	8157	125	41	131	61	95	94
AC022165.1	596	0	0	1	0	0	0
COTL1	6761	249	234	292	1150	1136	1612
AC092145.1	2434	0	0	0	1	2	1
KLHL36	10009	43	19	37	68	53	110
USP10	5083	408	189	408	166	228	228
AC025280.3	1331	0	0	0	0	0	0
CRISPLD2	7962	27	17	23	9	6	20
AC025280.1	260	0	0	0	0	0	0
AC025280.2	3069	0	0	0	0	0	0
LINC02176	598	0	1	0	0	0	0
