#RNA-seq raw count
len_rna	es1_rna	es2_rna	es3_rna	npc1_rna	npc2_rna	npc3_rna
AC105245.1	244	0	0	0	0	0	0
AC074237.1	471	0	0	0	0	0	0
AC117569.1	986	0	0	0	0	0	0
AC117569.2	1337	0	0	0	0	0	0
AC115100.1	1974	0	0	0	0	0	0
MIR302F	51	0	0	0	0	0	0
AC090506.1	572	0	0	0	0	0	0
AC090506.2	419	0	0	0	0	0	0
AC016382.1	387	0	0	0	0	0	0
RNU6-857P	110	0	0	0	0	0	0
DSC3	7699	134	163	234	47	57	69
DSC2	12505	1649	2144	2368	1666	2185	2207
DSCAS	1298	4	1	1	8	11	11
DSC1	4271	0	1	0	5	2	5
AC012417.1	1039	0	0	0	5	0	0
DSG1	7398	0	3	1	2	2	0
DSG1-AS1	1149	0	1	0	1	0	1
RNU6-167P	106	0	0	0	0	0	0
DSG4	4696	0	0	0	0	0	0
DSG3	5579	2	1	2	1	7	2
AC021549.1	433	0	1	4	0	3	4
DSG2	6056	3492	4401	4765	2554	3488	3503
DSG2-AS1	2448	0	0	0	0	0	0
TTR	2395	0	0	0	1	4	0
B4GALT6	5306	488	646	791	393	496	538
AC017100.1	1169	75	110	62	43	78	76
RN7SKP44	316	0	0	0	0	0	0
LRRC37A7P	2759	0	0	0	0	0	0
AC017100.2	355	0	0	0	0	0	0
SLC25A52	1319	0	2	0	0	0	0
TRAPPC8	9215	1124	1369	1470	1100	1493	1563
AC022960.1	348	0	0	1	0	0	0
AC022960.3	441	0	0	0	0	0	0
AC022960.2	666	4	3	5	3	2	7
RNU6-1050P	107	0	0	0	0	0	0
AC009831.1	1582	27	26	20	15	15	16
PGDP1	1441	0	0	4	0	0	0
AC009831.2	586	0	0	0	0	0	0
AC009831.4	3189	0	0	0	0	0	0
RNF125	6061	323	509	447	167	203	303
AC011825.3	565	0	0	0	0	0	0
AC009831.3	325	2	3	4	1	1	1
AC011825.1	388	0	0	0	0	0	0
AC011825.4	473	2	8	1	9	5	7
RNF138	3776	1268	1486	1606	992	1320	1447
AC011825.2	553	0	0	0	0	0	0
GAREM1	7966	345	425	360	625	869	789
RNA5SP453	119	0	0	0	0	0	0
MEP1B	2583	0	3	0	0	0	2
CLUHP6	941	0	0	0	0	0	0
AC015563.1	468	2	0	0	0	0	1
AC015563.2	772	0	0	0	0	0	0
AC021224.1	857	0	0	0	1	0	0
HNRNPA1P7	963	40	49	42	58	67	80
AC025887.2	5901	0	0	0	0	0	0
WBP11P1	2972	0	0	0	0	0	0
AC009835.1	468	0	0	0	0	0	0
AC025887.1	264	0	0	0	0	0	0
KLHL14	4992	222	242	255	28	50	36
AC012123.1	1661	15	20	11	5	10	10
AC012123.2	248	0	0	0	0	1	0
AC090371.2	1748	0	0	0	0	0	0
CCDC178	4475	0	1	0	0	2	3
AC090371.1	558	0	0	0	0	0	0
AC091198.1	2492	1	1	2	0	0	0
ASXL3	13636	101	149	153	143	235	173
NOL4	5687	4	7	10	11	9	13
AC104985.3	597	0	0	0	0	0	1
AC104985.1	507	1	0	0	0	0	0
AC104985.2	500	1	0	0	0	0	0
DTNA	12634	163	211	187	423	470	526
AC013290.1	537	0	0	0	0	0	0
AC022601.1	577	0	0	0	0	0	2
AC068506.1	1660	0	0	0	0	0	0
MAPRE2	6180	805	1086	844	1197	1468	1425
AC015967.2	234	0	0	0	0	0	0
AC015967.1	476	0	1	0	1	0	7
ZNF397	8715	886	1169	1289	2208	3071	2904
ZSCAN30	8271	260	297	286	564	864	713
AC011815.3	473	0	0	2	10	14	7
AC011815.2	2021	0	0	1	7	4	7
AC011815.1	4382	85	119	99	154	177	190
ZNF271P	7450	374	436	490	480	588	610
AC116447.1	453	0	2	0	0	0	1
ZNF24	8242	1707	2294	2668	2516	3461	3659
ZNF396	6080	17	17	14	26	43	36
AC007998.1	672	0	0	0	0	0	0
AC007998.4	2533	0	0	0	1	0	0
AC007998.3	916	1	3	2	7	3	1
AC007998.2	455	3	0	0	0	0	0
INO80C	5085	366	471	331	357	552	511
AC007998.5	237	5	8	13	4	10	20
GALNT1	5126	1448	1838	2353	1626	1980	2113
MIR3975	70	5	4	5	5	6	5
AC090220.1	1699	19	14	23	21	14	22
AC090229.1	1609	1	1	4	0	2	3
NRBF2P1	859	0	0	0	0	0	0
MIR187	109	1	0	4	0	0	0
MIR3929	55	4	3	1	1	2	1
AC118757.1	731	3	0	2	2	0	0
AC091060.1	1766	15	9	4	7	8	8
C18orf21	1616	200	289	249	238	274	270
RPRD1A	8442	1941	2380	2378	2408	3243	3124
SLC39A6	3683	1106	1328	1639	1725	2403	2456
ELP2	11060	2641	3140	3264	4347	6036	5694
AC023043.1	609	6	2	3	0	0	0
MOCOS	6303	471	555	428	112	102	136
AC023043.4	449	14	29	24	5	4	10
AC023043.2	1026	2	0	1	0	0	0
AC023043.3	385	0	0	0	0	0	0
FHOD3	7965	184	278	206	1000	1385	1305
AC055840.1	1702	0	0	0	0	0	0
TPGS2	10569	3045	3679	2459	4737	6197	5509
KIAA1328	11137	187	212	226	268	415	396
AC016493.1	688	0	0	0	0	0	0
AC015961.1	2124	0	0	0	3	0	0
CELF4	6329	22	37	25	3	3	9
AC015961.2	701	1	1	0	1	2	4
AC090386.1	810	0	0	0	0	0	0
AC090386.2	1039	7	3	2	0	1	0
AC129908.1	648	8	9	10	0	0	0
AC009899.1	6903	4	9	8	0	4	0
MIR4318	81	0	0	0	0	0	0
RPL12P40	488	0	0	1	0	0	0
AC108452.1	990	0	1	0	0	0	0
AC100781.1	947	0	0	0	0	0	0
RN7SKP182	298	0	0	0	0	0	0
RNU6-706P	104	0	0	0	0	0	0
MIR924HG	11735	0	3	5	4	3	1
AC011139.1	609	0	0	0	0	0	0
RPL7AP66	801	1	4	4	3	14	4
MIR924	53	0	0	0	0	0	0
AC099845.1	2805	0	0	0	0	0	0
MIR5583-2	59	0	0	0	0	0	0
MIR5583-1	59	0	0	0	0	0	0
RNU6-1242P	103	0	0	0	0	0	0
LINC01901	1115	13	6	3	7	22	17
LINC01902	12828	1	1	2	8	11	13
AC011266.1	3569	0	0	0	0	0	0
LINC01477	1226	0	0	0	0	0	0
RPL17P45	509	0	0	0	0	0	0
AC068688.1	1281	0	0	0	0	0	0
AC079052.1	1257	0	0	0	0	0	0
AC021504.1	5180	88	95	91	204	302	269
NPM1P1	234	0	0	0	0	0	0
AC011225.1	369	0	0	0	0	0	0
PIK3C3	15170	766	1007	969	1064	1447	1504
AC087683.2	326	3	4	3	4	3	1
AC087683.1	441	3	2	0	0	0	2
AC087683.3	3623	0	0	0	0	0	0
LINC00907	10962	1	0	4	1	5	8
RNA5SP454	127	0	0	0	0	0	0
AC084335.1	4179	13	8	8	1	1	1
RIT2	2045	28	25	29	1	1	2
AC100779.1	2629	0	0	0	0	0	0
SYT4	4308	66	48	52	9	4	8
AC022743.1	664	0	0	0	0	0	0
AC083760.1	670	0	0	0	0	0	0
RNA5SP455	119	0	0	0	0	0	0
AC110014.1	943	0	0	0	0	0	0
LINC01478	4596	0	1	0	0	0	0
KRT8P5	1458	0	0	0	0	0	0
MLECP1	709	0	0	0	0	0	0
AC120049.1	2065	6	0	6	41	42	38
SETBP1	14024	476	520	503	1838	2398	2304
AC021766.1	741	1	5	7	25	19	21
MIR4319	85	0	0	0	0	0	0
AC105074.1	3095	11	2	7	10	14	14
AC090376.1	3434	0	0	0	0	0	0
SLC14A2	5409	2	5	2	55	62	81
SLC14A2-AS1	1391	0	0	0	0	0	0
AC021517.1	2769	0	0	0	1	1	0
AC021517.2	735	0	0	0	0	0	0
AC091151.1	726	0	0	0	0	0	4
AC091151.5	176	0	0	0	0	3	2
AC023421.2	2771	2	2	4	3	4	4
AC023421.1	1785	0	0	0	2	1	4
SLC14A1	7182	0	0	0	0	0	0
AC087685.1	141	0	0	0	0	0	0
SIGLEC15	3598	0	0	0	0	0	0
EPG5	13730	1772	2096	1720	2433	3495	3202
PSTPIP2	4120	77	98	108	90	155	180
RN7SKP26	293	3	1	0	0	1	1
AC012569.1	1524	2	1	0	6	8	3
RNY4P37	96	0	5	3	2	1	3
ATP5F1A	10908	17588	21407	17688	20457	28272	26481
HAUS1	2119	426	533	519	522	776	744
RNU6-1278P	107	0	0	0	0	0	0
C18orf25	9577	1014	1107	1194	1160	1474	1563
RNF165	11419	558	666	532	983	1376	1230
AC015959.1	1377	23	14	14	18	25	24
AC018931.1	1246	0	0	0	0	0	0
LOXHD1	9213	33	63	28	4	8	1
ST8SIA5	15789	411	513	273	6	4	3
AC090311.1	249	0	0	0	0	0	0
AC090241.2	10683	49	67	45	0	0	1
AC090241.3	2599	7	10	4	2	1	3
PIAS2	17535	1323	1609	1659	1319	1549	1661
AC090241.1	621	17	14	23	10	15	25
AC090373.1	603	27	35	31	27	27	28
KATNAL2	4783	135	183	162	129	194	146
ELOA3	1877	0	0	0	0	0	0
ELOA3C	1218	0	0	0	0	0	0
ELOA3B	1641	0	0	0	1	0	3
ELOA3D	1641	0	0	0	0	0	0
ELOA2	3050	0	1	0	0	3	0
AC012254.5	478	0	3	1	1	2	0
AC012254.1	200	0	0	4	3	6	2
AC012254.3	2117	1	0	2	0	0	3
HDHD2	4679	244	321	378	475	700	645
AC012254.2	1786	0	0	0	0	0	0
AC012254.4	273	0	0	0	0	0	0
IER3IP1	4233	186	190	261	237	345	317
SKOR2	3941	32	22	14	0	1	2
RNU6-1131P	107	0	0	0	0	0	0
AC051635.1	938	27	26	19	20	28	34
MIR4527HG	1397	1	2	4	0	0	7
MIR4527	70	0	0	0	0	0	0
AC102797.2	1935	0	0	0	0	0	0
AC102797.1	545	0	0	0	0	0	0
TPMTP1	737	0	0	0	1	0	0
AC026898.1	571	0	0	0	0	0	0
SMAD2	36426	3100	3663	4444	3846	5261	5407
MTCO2P2	225	0	0	0	0	1	0
AC120349.3	529	0	0	0	0	0	0
AC120349.1	282	0	0	0	0	0	0
AC120349.2	298	8	17	10	15	18	22
ZBTB7C	7610	5	5	3	44	50	52
AC105101.1	2873	0	0	2	1	4	4
AC105101.2	2218	0	1	0	0	4	2
RNU6-708P	107	0	0	0	0	0	0
C18orf12	537	0	0	0	0	0	0
RNA5SP456	114	0	0	0	0	0	0
AC024288.1	210	0	0	0	0	0	0
POLR3GP2	668	0	0	0	0	0	0
CTIF	8115	632	773	429	951	1171	1048
AC048380.2	3548	20	19	21	31	43	37
AC048380.3	796	0	0	0	0	0	0
MIR4743	69	0	0	0	0	0	0
AC048380.1	465	0	0	0	0	0	0
AC022919.1	626	5	5	1	9	1	0
AC093567.1	877	2	0	0	0	1	5
SMAD7	5033	2055	2573	1659	356	529	458
AC114684.1	352	3	4	2	0	1	0
AC016866.3	714	0	0	0	0	1	0
AC016866.1	659	0	0	1	0	0	0
DYM	7256	1487	1557	1573	2048	2838	2813
MIR4744	82	1	1	0	0	0	1
AC016866.2	502	0	0	0	0	0	0
AC044840.1	472	0	0	0	0	0	0
AC100778.1	332	1	1	0	1	7	1
AC100778.4	546	0	0	0	0	0	0
PRR13P4	421	0	0	0	1	0	0
C18orf32	5740	60	82	61	149	229	216
RPL17-C18orf32	1529	0	1	0	0	2	6
AC100778.2	483	10	4	6	17	21	15
AC100778.3	582	0	1	0	0	0	0
MIR1539	50	0	0	0	0	0	0
RPL17	2466	590	878	488	571	763	703
SNORD58C	64	0	0	0	0	0	0
SNORD58A	65	0	0	0	0	0	0
SNORD58B	66	0	0	0	0	0	0
SRP72P1	1750	0	0	0	0	0	0
AC091170.1	2190	0	0	0	5	0	0
LIPG	13089	398	516	386	202	304	217
SMUG1P1	811	0	0	0	0	0	0
AC090227.2	340	0	0	0	0	0	0
ACAA2	4920	2796	3503	3012	1622	2351	2116
AC090227.1	936	0	0	0	0	0	0
SNHG22	2593	16	32	14	32	33	39
SCARNA17	144	0	0	0	0	0	0
MYO5B	10566	619	735	627	823	1089	1090
RNA5SP457	124	1	0	0	1	0	0
AC091044.1	375	2	2	4	7	3	3
ADAD1P2	646	0	0	0	0	0	0
AC105224.1	421	0	0	0	0	0	0
MIR4320	65	0	1	0	1	2	11
RN7SL310P	281	0	0	0	0	0	0
CFAP53	1824	0	8	2	9	15	16
AC090246.1	426	0	1	0	0	0	0
MBD1	6734	1140	1430	889	2172	2774	2558
CXXC1	4319	1209	1652	791	1238	1526	1413
AC105227.1	438	0	0	0	0	0	0
AC105227.2	605	0	0	0	0	0	0
RNA5SP458	119	0	0	0	0	0	0
SKA1	2900	535	724	696	684	993	1053
RPLP0P11	909	0	0	0	0	0	0
MAPK4	7594	457	571	362	1099	1436	1354
AC012433.2	1778	0	0	0	0	0	0
AC012433.1	398	0	0	0	0	0	1
MRO	5525	46	53	65	19	33	36
HNRNPA3P16	1016	0	0	0	0	0	0
RPL17P46	544	0	0	0	0	1	0
ME2	15897	1539	1983	2457	2244	3230	3177
ELAC1	3970	109	95	96	234	301	277
AC091551.1	1305	0	0	0	2	2	1
SMAD4	13123	1927	2163	2322	3618	5071	5078
SRSF10P1	764	5	2	2	2	6	4
MEX3C	7842	2045	2225	2356	2210	2755	2890
RNU1-46P	164	0	0	0	0	0	0
LINC01630	18357	8	14	8	21	56	37
SS18L2P2	235	0	0	2	0	0	0
AC109315.1	1347	0	0	1	0	2	1
RSL24D1P9	472	0	0	0	0	0	0
AC027216.1	685	0	0	0	0	0	0
RPS8P3	622	0	0	0	0	0	0
AC016383.3	498	0	0	0	1	0	0
AC016383.2	2178	0	0	0	2	0	0
AC016383.1	714	0	0	0	0	0	3
DCC	13135	21	30	20	436	639	586
AC011155.1	216	0	0	0	5	11	19
VN1R76P	456	0	0	0	0	0	0
MIR4528	90	0	1	0	0	0	0
LINC01917	2095	0	0	0	0	0	0
LINC01919	3758	0	0	0	0	0	0
RPL29P32	472	0	0	0	0	0	0
AC090666.1	445	0	0	0	0	0	0
MBD2	5686	462	536	536	550	721	725
SNORA37	129	5	4	3	10	20	19
AC093462.1	1683	8	11	3	24	12	10
POLI	9471	394	499	534	868	1242	1185
STARD6	1862	4	2	0	4	14	10
C18orf54	6175	499	689	869	777	1044	991
SNRPGP2	226	10	16	6	14	20	19
AC090897.2	1157	0	0	0	0	0	0
AC090897.1	130	0	0	0	0	0	0
AC091135.1	307	0	0	0	0	0	0
DYNAP	2137	0	1	0	1	1	0
RAB27B	7154	2	4	3	4	3	2
RPSAP57	832	0	0	0	0	0	0
AC007673.1	1100	0	0	0	0	0	0
AC098848.1	567	0	0	0	0	0	0
CCDC68	5133	1	3	5	0	2	0
MAP1LC3P	330	0	0	0	0	0	0
LINC01929	3254	0	0	0	0	0	0
RNA5SP459	100	0	0	0	0	0	0
TCF4	27973	1806	2353	2282	1666	2331	2283
TCF4-AS1	396	0	0	0	0	0	0
MIR4529	78	0	0	0	0	0	0
TCF4-AS2	445	0	0	0	0	0	0
AC022031.2	2654	15	28	28	28	51	46
RPL21P126	478	0	0	0	0	0	0
LINC01415	4434	49	57	65	16	21	17
AC022031.1	2593	1	0	1	2	4	0
AC027584.1	1635	2	0	2	0	0	0
LINC01416	5488	0	1	0	1	0	0
AC009271.1	3518	101	103	75	159	220	192
AC006305.1	3193	0	0	2	0	3	1
AC009271.2	2198	18	19	32	34	40	54
LINC01905	3688	3	7	1	14	13	15
AC006305.2	552	0	0	0	0	0	0
LINC01539	4874	1	3	0	0	0	0
AC006305.3	1568	0	2	0	0	1	1
TXNL1	11297	1304	1651	1423	1010	1358	1283
WDR7	15694	875	981	1016	720	1110	1091
AC012301.1	581	0	2	0	0	0	0
WDR7-OT1	565	0	0	0	0	3	0
AC012301.2	785	0	0	1	0	1	0
LINC-ROR	3891	167	220	201	1	1	0
AC100775.1	522	0	0	0	0	0	0
BOD1L2	3324	0	0	0	0	0	0
LINC02565	478	0	0	0	0	0	0
RNU6-737P	107	0	0	0	0	0	0
ST8SIA3	10324	464	531	616	35	62	46
AC090340.1	4980	1	6	1	2	8	3
ONECUT2	16546	97	134	144	43	61	66
FECH	8772	720	805	809	540	750	736
AC100847.1	481	6	2	2	3	10	7
NARS	4089	3499	4554	5032	2420	3499	3689
AC027097.1	2397	29	40	35	20	27	21
AC027097.2	5451	45	46	46	141	123	138
ATP8B1	7028	158	189	258	67	136	118
RNU6-742P	107	0	0	0	0	0	0
RSL24D1P11	491	0	0	0	0	1	0
LINC01897	405	0	0	0	0	0	0
HMGN1P30	268	0	0	0	0	0	0
NEDD4L	17596	1508	1761	1701	1390	1930	1904
AC107896.1	568	0	0	0	0	0	0
AC090236.2	1101	5	3	1	3	3	0
AC090236.1	768	0	0	0	0	0	0
AC105105.2	646	0	0	0	0	0	0
MIR122HG	5008	0	0	0	0	0	0
MIR122	85	0	0	0	0	0	0
MIR3591	73	0	0	0	0	0	0
AC105105.4	1294	0	0	0	0	0	0
ALPK2	9565	2	3	12	60	78	70
AC105105.3	713	0	0	0	0	0	0
AC105105.1	2553	0	0	0	0	0	0
AC104971.2	335	0	0	0	0	0	0
SNORA108	68	0	0	0	0	0	0
RPL9P31	578	0	0	0	0	0	0
AC104971.3	249	0	0	0	0	0	0
AC104971.1	1209	6	9	0	11	1	8
MALT1	11448	232	290	334	367	443	460
AC104365.1	670	0	0	0	0	0	0
MRPL37P1	1337	0	1	1	1	2	6
AC104365.3	625	0	2	0	0	0	0
AC104365.2	740	0	0	0	0	0	0
RNU6-219P	107	0	0	0	0	0	0
LINC01926	648	2	0	0	0	0	0
ZNF532	11951	3545	4467	3943	4138	5385	5332
RNU2-69P	100	0	0	0	0	0	0
OACYLP	3166	0	0	0	0	1	0
AC040963.1	2619	1	0	0	1	1	0
SEC11C	4118	120	145	95	96	125	137
GRP	861	0	0	0	0	1	0
RAX	3725	0	0	0	9	15	15
CPLX4	3545	0	0	0	0	0	0
LMAN1	6070	528	573	733	1100	1468	1448
AC016229.2	417	0	2	0	1	3	1
CCBE1	6753	109	161	156	372	492	480
AC016229.1	487	0	0	0	0	0	0
AC090213.1	546	0	0	0	0	0	0
AC010776.1	542	0	0	0	0	0	0
AC010776.2	1081	1	3	0	3	2	3
AC010776.3	424	0	0	0	0	0	1
RPS26P54	348	0	0	0	0	0	0
GLUD1P4	418	0	0	0	0	0	0
AC098847.1	1114	0	0	0	0	0	0
PMAIP1	2235	615	833	770	71	109	104
AC107990.1	489	0	0	0	0	0	0
NFE2L3P1	1959	0	0	0	0	0	0
RN7SL342P	294	0	0	0	0	0	0
ENTR1P1	1150	0	0	1	0	0	0
AC090377.1	1762	0	0	0	0	0	0
SINHCAFP2	664	6	3	5	8	11	10
RNU6-567P	107	0	0	0	0	0	0
AC090771.2	942	0	0	0	0	0	0
RPS3AP49	790	0	0	0	0	0	0
RNU4-17P	141	0	0	0	0	0	0
AC090771.1	1618	0	0	0	0	0	0
AC090621.1	995	0	0	0	0	0	0
AC091576.1	2316	0	0	0	0	0	0
MC4R	1714	1	1	0	3	0	0
AC010928.2	287	0	0	0	0	0	0
MRPS5P4	325	0	0	0	0	0	0
AC010928.3	541	0	0	0	0	0	0
AC010928.1	1692	0	0	0	0	0	0
AC113137.1	1762	0	0	0	0	0	1
CTBP2P3	1255	0	0	0	0	0	0
HMGN1P31	304	0	0	0	0	0	0
CDH20	4277	3	3	2	4	6	0
RNU6-116P	109	0	0	0	0	0	0
RPL30P14	348	0	0	0	0	0	0
AC090409.2	610	0	0	1	0	12	6
AC090409.1	1421	4	4	3	0	0	0
AC105094.2	1156	0	1	0	0	1	0
AC105094.1	316	0	0	0	0	0	0
LINC01544	7080	0	0	0	0	0	0
RNF152	10213	59	68	69	763	1078	1140
PIGN	19003	340	426	433	475	705	684
RPIAP1	742	0	0	0	0	0	0
RELCH	10690	511	592	671	451	564	596
AC027514.1	1603	1	8	14	8	2	10
AC027514.2	637	1	0	0	0	0	0
TNFRSF11A	8995	79	104	72	24	37	38
AC100843.1	324	0	1	0	0	0	0
RPL17P44	550	0	0	0	0	0	0
AC100843.2	259	0	0	0	0	0	0
ACTBP9	1099	0	0	0	0	0	0
ZCCHC2	10235	293	347	298	200	230	210
AC064801.1	407	0	3	0	0	0	0
AC064801.2	1303	1	4	2	2	0	1
RN7SL705P	294	0	0	0	0	0	0
PHLPP1	9051	1968	2284	1723	1277	1486	1414
RNU6-142P	107	0	0	0	0	0	0
BCL2	11765	103	138	117	69	84	85
AC022726.1	207	0	0	0	0	0	0
AC022726.2	547	0	0	0	0	0	0
KDSR	9031	454	485	461	543	790	685
AC036176.1	785	1	0	1	4	11	2
VPS4B	4315	269	362	366	330	469	519
AC036176.2	1153	11	6	4	4	20	8
SERPINB5	3742	0	3	0	0	0	0
AC036176.3	418	0	0	0	0	0	0
ATP5MC1P6	412	0	0	0	0	0	0
SERPINB12	1278	0	0	0	0	0	0
SERPINB13	4535	0	0	0	0	0	0
SERPINB4	2013	1	0	0	0	0	0
SERPINB11	3696	0	0	0	0	0	0
SERPINB3	1707	2	2	0	0	0	0
SERPINB7	2637	0	0	0	0	0	0
SERPINB2	2741	0	0	0	0	0	1
SERPINB10	2702	2	0	5	0	0	0
HMSD	2921	15	13	16	0	0	0
AC009802.1	1609	5	1	4	9	4	4
SERPINB8	5868	26	23	10	9	15	18
LINC01924	3452	0	1	0	0	0	0
RPL12P39	496	0	0	0	0	0	0
LINC00305	2873	0	0	0	0	2	0
LINC01538	3153	0	0	0	0	0	0
AC027506.1	198	0	0	0	0	0	0
AC090348.1	934	0	0	0	0	0	0
AC007948.1	242	0	0	0	0	0	0
AC007631.1	189	0	0	0	0	0	0
LINC01916	1269	0	0	0	0	0	0
AC090358.1	1231	0	1	0	0	0	0
CDH7	14528	26	31	37	13	16	16
AC023394.2	792	0	0	1	0	0	0
AC023394.1	312	0	0	0	0	0	0
PRPF19P1	898	0	0	0	0	0	0
CDH19	6864	0	0	0	0	0	0
RNU6-1037P	107	0	0	0	0	0	0
MIR5011	103	0	0	0	0	0	0
RPL31P9	141	0	0	0	0	0	0
AC091042.1	173	0	0	0	0	0	0
AC110597.1	3176	9	14	29	1	1	3
DSEL	9266	1950	2385	2860	346	467	448
AC110597.3	3305	0	0	0	0	0	0
AC114689.3	2991	0	0	1	0	0	0
AC022662.1	331	0	0	0	0	0	0
AC022655.1	629	0	0	0	0	0	0
AC022655.2	318	0	0	0	0	0	0
AC114689.1	2484	0	0	0	0	0	0
LINC01903	2149	0	0	0	0	0	0
AC114689.2	1297	0	0	0	0	0	0
AC100844.1	440	0	0	0	0	0	0
AC068112.1	876	0	0	0	0	0	0
AC005909.2	3361	0	0	0	0	0	0
LINC01912	1387	0	0	0	0	0	0
AC022968.1	442	11	12	14	7	5	8
AC005909.1	755	0	0	0	0	0	0
AKR1B10P2	927	0	0	0	0	0	0
AC067819.1	154	0	0	0	0	0	0
TMX3	7447	276	361	373	390	471	545
CCDC102B	5805	4	8	14	27	45	47
AC040896.1	479	2	4	0	2	4	2
AC022035.1	302	0	0	0	0	0	0
RNU6-39P	107	0	0	0	0	0	0
SDHCP1	512	1	0	0	0	0	0
AC096708.2	559	0	0	0	0	0	0
AC096708.3	552	0	0	0	0	1	1
AC096708.1	658	0	0	0	0	0	0
AC090337.1	2074	0	0	0	0	0	0
AC090337.2	3249	0	0	0	0	0	0
AC026585.1	524	7	2	2	0	0	0
DOK6	9554	107	113	139	15	25	16
AC119868.1	612	1	1	0	0	0	0
AC119868.2	432	0	0	0	0	0	0
AC068254.2	3577	3	0	5	0	0	0
AC068254.1	483	0	0	0	0	0	0
CD226	13659	1	1	2	1	0	7
RTTN	19323	668	682	663	1174	1617	1539
AC021701.1	2554	0	0	0	4	5	3
SOCS6	5839	274	331	330	330	456	528
LINC01909	1040	6	2	4	3	2	3
LIVAR	384	0	0	0	0	0	0
LINC01910	2637	0	0	0	0	0	0
LARP7P3	337	0	0	0	0	0	0
RPS2P6	895	0	0	0	0	0	0
AC091305.1	1576	0	0	0	0	0	0
AC091646.1	4469	0	0	0	0	0	0
RN7SL795P	282	0	0	0	0	0	0
GTSCR1	470	0	0	0	0	0	0
AC090415.2	374	0	0	0	0	0	0
AC090415.1	847	1	0	0	0	0	0
AC091691.3	5720	0	0	0	0	1	0
AC091691.2	1709	0	0	0	0	0	0
AC091691.1	1018	0	0	0	0	0	0
LINC01541	3105	0	0	0	0	0	0
AC090312.1	348	0	0	0	0	0	0
AC090312.2	378	0	0	0	0	0	0
LINC01899	1101	0	0	0	0	0	0
AC027458.1	613	0	0	0	0	0	0
AC069114.1	287	0	0	0	0	0	0
AC069114.2	304	0	0	0	0	0	0
CBLN2	5483	1	0	0	0	0	0
HNRNPA1P11	956	0	0	0	0	0	0
NETO1	8901	337	436	431	7	10	6
AC023301.1	2206	0	0	0	0	0	0
RNA5SP460	100	0	0	0	0	0	0
MIR548AV	62	1	0	0	0	0	0
AC091138.1	3177	6	3	3	0	0	1
AC079062.1	9518	0	1	1	0	1	0
LINC02582	2493	30	39	37	3	8	1
AC079070.1	555	0	0	0	0	0	0
RN7SL401P	298	0	0	0	0	0	0
AC090125.1	493	0	0	0	0	0	0
AC010947.1	693	0	0	0	0	0	0
AC090125.2	891	0	0	0	0	0	0
FBXO15	6245	9	1	8	14	20	12
TIMM21	5197	173	200	195	127	161	184
AC090398.1	1463	0	0	0	0	0	1
RN7SL551P	298	0	0	0	0	0	0
CYB5A	9271	642	785	497	157	191	189
AC090398.2	1467	3	8	3	0	2	1
C18orf63	5127	0	0	0	0	0	0
FAUP1	414	0	0	2	0	0	1
LINC01922	2339	0	0	0	0	0	0
DIPK1C	3843	0	1	0	2	1	12
AC009704.3	2934	0	0	0	0	0	0
CNDP2	11822	3890	4916	3204	2194	2923	2561
AC009704.2	483	2	8	7	13	12	8
CNDP1	7117	0	2	1	0	1	1
AC009704.1	331	0	0	0	0	0	0
LINC00909	5411	92	97	101	95	150	183
ZNF407	12190	189	278	317	265	365	359
AC015819.2	555	0	0	0	0	0	1
AC015819.1	663	0	0	0	0	0	0
AC015819.3	2674	0	0	0	0	0	0
AC015819.4	779	0	0	0	0	0	0
ZADH2	7943	292	337	375	190	265	244
TSHZ1	8281	76	106	69	6	15	14
AC116003.3	541	0	0	0	13	17	18
AC116003.1	2757	2	0	0	13	10	12
SMIM21	4009	0	0	0	0	0	3
AC116003.2	748	0	0	0	0	0	0
AC012101.2	5372	5	3	10	2	3	3
AC012101.1	1022	0	0	0	0	0	0
AC090812.1	954	1	0	0	0	0	0
AC090338.1	1002	0	0	0	0	0	0
LINC01898	2404	0	0	0	0	0	0
AC021506.1	597	0	0	0	0	0	1
AC021506.2	169	0	0	0	0	0	0
AC090457.1	211	0	0	0	0	0	0
AC011095.1	4114	0	0	0	0	0	0
AC103808.6	464	0	0	0	0	0	0
LINC01893	1654	0	0	0	0	0	0
AC103808.2	594	0	0	0	0	0	0
AC103808.4	1817	0	0	0	0	0	0
AC103808.3	598	0	0	0	0	0	2
AC103808.1	922	0	0	0	0	0	0
AC103808.5	462	0	0	0	0	0	0
ZNF516	8777	2158	2650	1724	5159	7088	6550
AC009716.1	398	0	0	0	0	0	0
AC009716.2	3765	13	16	12	26	26	36
AC018413.1	1574	10	20	9	18	28	16
C18orf65	2076	6	5	11	22	26	28
LINC00683	14961	8	11	5	3	7	10
AC034110.1	752	0	0	0	0	0	0
LINC01927	1969	0	0	2	0	0	0
LINC01879	2604	0	0	0	1	1	0
ARL2BPP1	478	0	0	0	0	0	0
CCND3P2	537	0	0	0	0	0	0
AC139085.1	182	0	0	0	0	0	0
ZNF236-DT	1295	4	4	0	13	17	16
RNU6-346P	111	0	0	0	0	0	0
AC027575.2	586	2	3	3	8	3	6
ZNF236	8926	457	610	443	1058	1554	1568
RPL26P35	460	0	0	0	0	0	0
AC027575.1	2747	0	0	0	0	0	0
AC093330.1	2478	8	10	7	5	9	7
MBP	18615	362	437	464	184	200	204
